id,xcentroid,ycentroid,sharpness,roundness1,roundness2,npix,sky,peak,flux,mag,xcenter,ycenter,aperture_sum,aperture_sum_mask,aperture_sum_edge,ra,dec,aperture_sum_0,aperture_sum_1,aperture_sum_2,aperture_sum_3,aperture_sum_4,aperture_sum_5,aperture_sum_6,aperture_sum_7,aperture_sum_8,aperture_sum_9,aperture_sum_10,aperture_sum_11
62,2090.3614905627664,2067.758408040581,0.6401250259653009,0.14143282095521348,0.08775965978583361,49,0.0,0.04719475331051108,6.415698991346493,-2.0181099493405736,2090.3614905627664,2067.758408040581,944.2449680990412,0.0,0.0,258.9573464810752,30.721112226371595,72.6590340916691,92.06590099349461,94.62984372940596,78.75122591266637,91.14165884477632,71.12755269798521,85.21366688036056,83.18110916938073,79.72700795347976,91.29273406514196,73.0510420991629,31.404191661517892
63,1513.2922755681375,2101.310251018242,0.5388209054005949,-0.22427676110512731,0.1016571841365325,49,0.0,0.009506824020236728,1.4024413004169896,-0.3672117319711385,1513.2922755681375,2101.310251018242,313.8431580451361,0.0,0.0,259.23704726675436,30.7353011789091,25.86749715571738,26.142652657657923,30.017642448218346,29.72096723238009,22.173980976263653,31.359479494862924,22.270185007174877,26.26087079366858,32.79978028922888,28.642246642742073,22.65179237417098,15.936062973050365
64,1185.0717333609743,2137.1856760450205,0.37299031884204803,-0.37211551987356245,0.3712681080431364,49,0.0,0.007483146386562243,1.2298635852723105,-0.22464235695417822,1185.0717333609743,2137.1856760450205,348.37202735161634,0.0,0.0,259.3961835902984,30.75010035617097,26.219054548335937,27.938217474824707,24.446438082708713,29.326956117892458,34.823968338003176,32.028856326579884,33.9555935168045,33.16047608311059,33.11298005001524,31.343682157101803,30.05685173555217,11.958952920687183
65,1396.229028920726,2153.3810652534016,0.3581422500352839,0.2532926141528008,0.015045262931372717,49,0.0,0.005654487082463563,1.1314899405930694,-0.13412674313221296,1396.229028920726,2153.3810652534016,243.02641105730214,0.0,0.0,259.2938161704599,30.75696626333631,16.537989112016433,16.408383208157492,17.219004457921777,33.991068243086495,15.927094615558483,27.239602497870877,17.495740832744215,23.899707543602908,25.52800350793639,14.399866141633922,18.24217105246193,16.137779844311225
66,1731.2550682543733,2164.3061128762292,0.604014183242929,0.2203420666804946,0.1288909176132524,49,0.0,0.010444626236836176,1.450532382689786,-0.403818571844465,1731.2550682543733,2164.3061128762292,293.30856207267925,0.0,0.0,259.13137188522444,30.761540494603164,21.579551926676707,27.227515441215722,25.19133293650825,22.658556074715158,34.65159408798813,12.790448252709567,29.777155635933283,31.30391756501001,21.30486408727397,26.20068595996279,19.65455948632404,20.968380618361614
67,2101.3477497129425,2165.661693615771,0.5589757460799388,0.1520463133293787,0.03488257648799378,49,0.0,0.05360289742528231,8.116820577527292,-2.273464864963638,2101.3477497129425,2165.661693615771,1127.6821053239496,0.0,0.0,258.9519195528976,30.76189452134211,87.56090106019309,90.54061242409514,87.57597329375864,103.86292744252907,95.65577319613121,112.844531067682,91.99881844223725,107.093238548541,97.08141676684093,96.32921157067665,102.62569941961115,54.513002091653476
68,489.7043711893599,2177.790438644287,0.7858564764376129,0.0037468933321693353,-0.05961986677672145,49,0.0,0.03535512502488315,4.476544062498568,-1.627357158996153,489.7043711893599,2177.790438644287,497.3535169131394,67.71913818903852,0.0,259.73339637506933,30.766061452817947,26.238166096872654,37.44691858312744,49.628214987785924,46.34314401709811,41.760026918611835,42.74605080467095,49.87707962708666,40.34419379607721,43.80433202982941,63.321231095223,40.75697811506806,15.087180841688195
69,369.9203150825867,2184.29679088223,0.4891360676768114,-0.1751992594989455,-0.036892210810080164,49,0.0,0.01207195054756401,2.061568329015311,-0.7854943342884134,369.9203150825867,2184.29679088223,341.44250746301736,0.0,0.0,259.79149220215965,30.768519307221812,34.496945035392315,17.57108465377196,25.953577597137354,36.270561062502644,31.17013108068946,26.771248781291995,30.67925001462101,31.946490259015647,26.72899253061022,42.113611975914665,21.926967956430772,15.813646515639324
70,1609.822688165293,2261.425509029636,0.9448864433143753,0.22600874586010458,0.2628915469349218,49,0.0,0.011329833045630873,1.1431048086896771,-0.14521512924455804,1609.822688165293,2261.425509029636,282.1184125925192,0.0,0.0,259.1902506965087,30.802021444175836,21.762301634795914,22.261228699324207,25.762788411412842,26.485503142258985,24.12460068929468,13.783050534561665,30.043898359006533,27.181098620361745,15.657443936387532,29.149410756107706,32.40528741465326,13.501800394354088
71,1202.3517606964256,2308.8164000126953,0.4551182386541481,0.11946710070242024,-0.2637671348347867,49,0.0,0.0260671356479558,4.85846476882415,-1.7162476444729506,1202.3517606964256,2308.8164000126953,578.6043768444886,0.0,0.0,259.3879483440477,30.82162395007884,59.68912454082299,59.26235740702889,49.02650964681509,59.17219170653941,57.24684061493282,46.603237653944376,42.89971425741574,46.96515729181667,45.467088745374035,45.73807157015336,50.096439933932686,16.43764347571249
72,1338.5385620383718,2315.321454683777,0.5565466434429068,-0.04216678310247838,-0.12623498290590576,49,0.0,0.32610295021633096,51.89229344396775,-4.287757163249605,1338.5385620383718,2315.321454683777,5554.913954881842,401.3136186086199,0.0,259.32187645707074,30.824415568771293,545.0643311627409,520.1938083744835,500.4235888407468,456.0976232469802,483.86485717096355,476.1504536495697,483.43673306208836,469.03294179665863,438.19496373375046,433.1541105401467,486.70193941018454,262.5986038935293
73,2686.5593937671038,2334.3704671118644,0.6177795445000288,0.23086406210295887,-0.2229830100204788,49,0.0,0.012410556164441013,1.6986596788698862,-0.575265945122163,2686.5593937671038,2334.3704671118644,366.58062477346954,0.0,0.0,258.66778883923746,30.831347904064042,23.621769651796427,37.746543669154995,30.862381258773816,35.79447558016656,27.9003275261436,26.906716648087425,41.39085611300336,28.723024400216314,27.906562646202083,35.481350026791624,27.910991049193285,22.335626203940045
74,2877.243335425271,2435.0286795711713,0.2697987345162258,-0.43897945445992465,-0.6175818839322608,49,0.0,0.2565915414325838,83.24697678494016,-4.800921176333017,2877.243335425271,2435.0286795711713,9061.964135206576,0.0,29.701023608845304,258.5750023758179,30.872877647196546,1167.1249174534205,0.0,1512.7513015817838,0.0006982344763598507,3.559635382749196,2.410871483104406,1.6749186658742345,2.255964627296151,4.588168991217329,3731.4967689696546,5.328228035637277,2630.772661781361
