expt,t0,t1
109.4593145320762,905290426.995,905290546.995
118.4987689587672,905290546.995,905290666.995
118.5181619032136,905290666.995,905290786.995
114.4947791168695,905290786.995,905290906.995
118.5502356726139,905290906.995,905291026.995
118.101445008767,905291026.995,905291146.995
115.0438297413531,905291146.995,905291266.995
118.5615205906454,905291266.995,905291386.995
118.5566643320802,905291386.995,905291506.995
114.5087280377771,905291506.995,905291626.995
118.5504977394308,905291626.995,905291746.995
118.5467592760639,905291746.995,905291866.995
118.5239273731842,905291866.995,905291986.995
118.5039300705683,905291986.995,905292106.995
25.65685693231232,905292106.995,905292226.995
