expt,t0,t1
110.1134012171046,826372796.995,826372916.995
119.1573161279843,826372916.995,826373036.995
119.1911869269858,826373036.995,826373156.995
119.2109489042969,826373156.995,826373276.995
119.2234639318767,826373276.995,826373396.995
119.2431349880472,826373396.995,826373516.995
119.2473761918382,826373516.995,826373636.995
119.2414716660056,826373636.995,826373756.995
119.2380380558747,826373756.995,826373876.995
119.2179926185373,826373876.995,826373996.995
119.1972198120757,826373996.995,826374116.995
119.1647716615084,826374116.995,826374236.995
119.1233062731208,826374236.995,826374356.995
65.42591388121912,826374356.995,826374476.995
