expt,t0,t1
77.94477170533321,911886753.995,911886873.995
97.17787850311049,911886873.995,911886993.995
76.11343237851274,911886993.995,911887113.995
80.22382333390534,911887113.995,911887233.995
81.51272740878296,911887233.995,911887353.995
66.21055443900883,911887353.995,911887473.995
54.27383877110354,911887473.995,911887593.995
102.0136525458862,911887593.995,911887713.995
45.56476921346116,911887713.995,911887833.995
14.22497791636009,911887833.995,911887953.995
4.331905363478879,911887953.995,911888073.995
53.71261727622813,911888193.995,911888313.995
39.16806667569767,911888313.995,911888433.995
22.72218426177587,911888433.995,911888553.995
