expt,t0,t1
98.01561727587774,918482787.995,918482907.995
107.2605866148848,918482907.995,918483027.995
107.3825477012726,918483027.995,918483147.995
107.4771023080162,918483147.995,918483267.995
107.3189745771674,918483267.995,918483387.995
106.7194662798356,918483387.995,918483507.995
107.4741353370275,918483507.995,918483627.995
107.534336135474,918483627.995,918483747.995
107.5101387136351,918483747.995,918483867.995
107.461394814547,918483867.995,918483987.995
107.3783083670138,918483987.995,918484107.995
107.2311815115194,918484107.995,918484227.995
103.0368752553917,918484227.995,918484347.995
47.86527735176728,918484347.995,918484467.995
