expt,t0,t1
93.48376039434491,789030317.999,789030437.999
102.7688458847874,789030437.999,789030557.999
102.9493244217553,789030557.999,789030677.999
103.0401914269854,789030677.999,789030797.999
103.0600875853797,789030797.999,789030917.999
103.2202589793572,789030917.999,789031037.999
103.2261309921487,789031037.999,789031157.999
103.2249149281382,789031157.999,789031277.999
103.1815419784298,789031277.999,789031397.999
103.1283448078958,789031397.999,789031517.999
103.0575991580989,789031517.999,789031637.999
102.9199756176497,789031637.999,789031757.999
102.7569723709069,789031757.999,789031877.999
102.5033047962691,789031877.999,789031997.999
25.97342131127486,789031997.999,789032117.999
