expt,t0,t1
106.2269760357434,917554079.995,917554199.995
102.9755104733619,917554199.995,917554319.995
119.1153266059631,917554319.995,917554439.995
119.1255632567271,917554439.995,917554559.995
113.0552376253275,917554559.995,917554679.995
115.1849280865188,917554679.995,917554799.995
119.1365593664298,917554799.995,917554919.995
119.129274978582,917554919.995,917555039.995
115.1873809548195,917555039.995,917555159.995
119.1130910155663,917555159.995,917555279.995
119.0994742376952,917555279.995,917555399.995
114.9623215596816,917555399.995,917555519.995
119.0482054110367,917555519.995,917555639.995
119.0100773633371,917555639.995,917555759.995
29.74540743989779,917555759.995,917555879.995
