expt,t0,t1
97.00500615395424,806853067.995,806853187.995
106.349574513378,806853187.995,806853307.995
106.5915768813964,806853307.995,806853427.995
102.7075026871395,806853427.995,806853547.995
106.7667407682443,806853547.995,806853667.995
106.750188785879,806853667.995,806853787.995
106.6974082298671,806853787.995,806853907.995
102.5701769118008,806853907.995,806854027.995
106.3408931675252,806854027.995,806854147.995
105.9769409729708,806854147.995,806854267.995
90.38241759200906,806854267.995,806854387.995
