expt,t0,t1
109.2563870430105,824325656.995,824325776.995
117.0024525674212,824325776.995,824325896.995
119.0415521228703,824325896.995,824326016.995
119.0664270772609,824326016.995,824326136.995
119.0830709942817,824326136.995,824326256.995
119.0922433328713,824326256.995,824326376.995
119.0970300635054,824326376.995,824326496.995
119.0968642661315,824326496.995,824326616.995
119.0897242824481,824326616.995,824326736.995
119.0797390018961,824326736.995,824326856.995
119.0603139676354,824326856.995,824326976.995
119.0313475619205,824326976.995,824327096.995
118.9866785404046,824327096.995,824327216.995
116.8100013594803,824327216.995,824327336.995
2.957112630676059,824327336.995,824327456.995
