expt,t0,t1
110.2897868980301,773005381.995,773005501.995
116.4623921292364,773005501.995,773005621.995
116.5348937163617,773005621.995,773005741.995
116.5807286677974,773005741.995,773005861.995
116.6097806463504,773005861.995,773005981.995
114.5980250693903,773005981.995,773006101.995
105.6084957104634,773006101.995,773006221.995
112.6301837524496,773006221.995,773006341.995
116.6454056885341,773006341.995,773006461.995
116.6229909532403,773006461.995,773006581.995
116.5877135507117,773006581.995,773006701.995
116.5638226839598,773006701.995,773006821.995
116.5115109383363,773006821.995,773006941.995
102.7267640560894,773006941.995,773007061.995
