expt,t0,t1
83.79076099313117,765021832.995,765021952.995
95.08445295345481,765021952.995,765022072.995
95.25217407816427,765022072.995,765022192.995
95.38252375425434,765022192.995,765022312.995
95.47678560484715,765022312.995,765022432.995
95.57015792713597,765022432.995,765022552.995
95.60607685485395,765022552.995,765022672.995
95.6400534581107,765022672.995,765022792.995
95.59352774985656,765022792.995,765022912.995
95.56554138783679,765022912.995,765023032.995
95.50194574402765,765023032.995,765023152.995
95.40115880923027,765023152.995,765023272.995
95.21614255192682,765023272.995,765023392.995
54.24213930357705,765023392.995,765023512.995
