expt,t0,t1
100.8955664987054,826272199.995,826272319.995
110.1928097003866,826272319.995,826272439.995
110.3889394315639,826272439.995,826272559.995
110.5120377629987,826272559.995,826272679.995
110.6203350190462,826272679.995,826272799.995
110.6713928177099,826272799.995,826272919.995
110.7121084423582,826272919.995,826273039.995
110.7240776649802,826273039.995,826273159.995
110.705729736229,826273159.995,826273279.995
110.6401523584768,826273279.995,826273399.995
110.539900266647,826273399.995,826273519.995
56.88716521541792,826273519.995,826273639.995
