expt,t0,t1
98.75718033430007,906810907.995,906811027.995
118.7512569660404,906811027.995,906811147.995
118.7682003879948,906811147.995,906811267.995
114.7320371614453,906811267.995,906811387.995
114.8588087845305,906811387.995,906811507.995
118.8039698343428,906811507.995,906811627.995
118.8054245725914,906811627.995,906811747.995
114.8881622788297,906811747.995,906811867.995
118.8023920851393,906811867.995,906811987.995
118.7900695964453,906811987.995,906812107.995
118.7822931647781,906812107.995,906812227.995
114.7573493499544,906812227.995,906812347.995
118.7270933358669,906812347.995,906812467.995
108.8080841414005,906812467.995,906812587.995
