id,xcentroid,ycentroid,sharpness,roundness1,roundness2,npix,sky,peak,flux,mag,xcenter,ycenter,aperture_sum,aperture_sum_mask,aperture_sum_edge,ra,dec,aperture_sum_0,aperture_sum_1,aperture_sum_2,aperture_sum_3,aperture_sum_4,aperture_sum_5,aperture_sum_6,aperture_sum_7
7,1215.02825103581,533.3586684242936,0.4205353072092304,-0.15839462185537018,0.0006150404717631373,49,0.0,0.008379243164277584,1.6595658492804248,-0.5499862232290684,1215.02825103581,533.3586684242936,146.28599763388888,0.0,0.0,249.3416531853451,65.8298409198045,16.31132389259625,27.18322603167968,18.915474509483197,18.96691674587457,16.314629705326958,22.658193456681392,23.945884103265463,1.9903491889813814
8,576.8977274774718,577.4649485601872,0.681853226537521,0.17758246895218346,-0.049438619822340046,49,0.0,0.009566619734222603,1.3193805155223723,-0.30092516543733344,576.8977274774718,577.4649485601872,154.9976134898681,0.0,0.0,249.99166603640072,65.8451794628769,13.591164503970413,31.685368787245874,23.350058159119836,18.366451681259957,20.036520905642803,18.94502097395329,22.859246081031976,6.163782397643935
9,1003.7595798630542,628.5946323978635,0.6418442110381156,0.08644547405774804,0.1560920418305741,49,0.0,3.3718932672818727,491.50091008580443,-6.728810815821592,1003.7595798630542,628.5946323978635,31558.063705488403,0.0,0.0,249.5575694221188,65.86881768794052,4047.9581710045695,4418.444138898765,4408.593561602405,4475.822097799993,4409.830259001892,4356.626225153248,4323.749477687807,1117.0397743397293
10,2412.326949867407,729.835330358851,0.39170563192491803,0.08426576662495794,-0.154049785507002,49,0.0,0.006762682680939879,1.0607697284110864,-0.06405279402710015,2412.326949867407,729.835330358851,196.00408298781895,0.0,0.0,248.1206747727054,65.90997047492112,22.19922337653975,29.00373501788728,21.390256945185513,27.327989542636246,27.241778681812235,26.832031947780933,38.65468980472613,3.354377671250825
11,782.0138804326234,759.5292149925799,0.5684550547354965,-0.2413834652767996,0.18384237142238935,49,0.0,0.009220674696545342,1.4287134874382723,-0.3873628615149909,782.0138804326234,759.5292149925799,146.42643439951556,0.0,0.0,249.78531823492105,65.92230434083342,19.258904958192335,21.98551797669792,23.628301186657318,16.999241325193314,27.056341619024373,14.727961285829236,17.767360381691482,5.0028056662295874
12,1852.0675068573396,780.007399126744,0.3435444165212354,0.07906793517873224,0.005946813647433683,49,0.0,0.011614914804136572,2.138020024370429,-0.8250294210697087,1852.0675068573396,780.007399126744,275.92947550948884,0.0,0.0,248.69236657316156,65.93289326875174,32.36436052130695,41.790014098263384,49.11529416586906,39.28138285987609,46.78994475275982,25.577486713082504,35.47048094638789,5.540511451943131
13,1999.7527995672751,792.102547681353,0.2810006604440647,0.06833717212503658,-0.05295690938692936,49,0.0,0.009256323622354408,2.0807650446021375,-0.7955576085136605,1999.7527995672751,792.102547681353,210.64684272690073,0.0,0.0,248.54139858050894,65.93760658362469,37.140201389371875,37.88946567816892,26.28158455670357,24.22218682915976,31.484913619684107,25.092669689009004,22.806483112994123,5.729337851809369
14,677.2552909053745,873.510836674269,0.5892637413733711,0.1351010393639117,0.14717708494098042,49,0.0,0.19781933658331496,30.51676560901119,-3.7113462550063225,677.2552909053745,873.510836674269,2050.9397054223036,0.0,0.0,249.89404718733138,65.96917009613753,238.31817730141327,278.4495406682446,259.5211049100199,271.8733520172613,295.30207814645775,317.7506205125863,316.55595352559436,73.16887834072628
15,1494.0910713415133,878.7968832458498,0.55389912464779,0.06545264895734836,0.18356434666410548,49,0.0,0.027103845137208538,4.080410855985457,-1.5267597358520704,1494.0910713415133,878.7968832458498,402.6302486415294,0.0,0.0,249.05829101692913,65.97423044445492,58.41514680126423,56.47195990804904,68.07241677066928,40.315965709366274,52.199093389815914,52.752744426241435,64.95644099416117,9.4464806419621
16,1001.6067691157966,888.7032351721862,0.6060842589696923,0.10067252929610711,-0.01490243344528394,49,0.0,0.008252996428277214,1.2273676845983943,-0.22243671136409518,1001.6067691157966,888.7032351721862,140.45697846549018,0.0,0.0,249.56235955332204,65.97717727000094,19.15246179432642,24.23451120107379,15.567613619707696,13.132979667260816,25.364731205554698,24.10136153833634,15.036776257581533,3.866543181648863
17,1663.1148485536812,932.8703932691811,0.4926619237090796,-0.35330050874658414,0.04233005925258059,49,0.0,0.039696423100431526,6.320809383410234,-2.0019317337764795,1663.1148485536812,932.8703932691811,600.3385821087556,0.0,0.0,248.8852610040601,65.99678564172073,87.20203528696948,89.52874355605171,98.16393014478544,75.15266484048854,64.83096842302089,83.70719473041652,81.60131680836705,20.15172831865609
18,826.7003394974504,954.0624115224018,0.8076846129985923,0.2899484540189294,0.16051170785433938,49,0.0,0.009218188030250722,1.130104718408143,-0.13279672047771274,826.7003394974504,954.0624115224018,122.78566036653274,0.0,0.0,249.74220240310126,66.00359091703706,15.472654125839302,18.854127467646173,14.539968536380114,15.72787885778722,23.97315153639146,12.65177417363476,16.412745337211366,5.153360331642343
19,869.3906236430239,990.1658149620321,0.5911080264334533,-0.6835916648333626,0.17057811141274984,49,0.0,0.015262245286956315,1.2359587582982514,-0.2300099484387889,869.3906236430239,990.1658149620321,1308.8720260416646,0.0,0.0,249.69891160662638,66.0188510390577,170.02507743369765,165.8078930930734,178.652173419463,198.9161387439436,186.69095143768908,191.0571484289276,179.80325148966358,37.91939199520685
20,688.6087203423955,1034.0953284217396,0.23993625899005427,0.16639585834309717,0.16099952688083893,49,0.0,0.017862770951337897,1.6114768332572675,-0.5180601660871378,688.6087203423955,1034.0953284217396,2661.432430774279,0.0,0.0,249.8848883658214,66.03614067863002,305.0817010441781,345.12869304276353,349.8487537333632,387.0068272645756,383.7860898033672,422.4178326035859,370.4821990390808,97.6803342433652
21,999.9383141194579,1032.0025882683822,0.6485722634070713,0.37071311578664995,0.13270798853406607,49,0.0,0.017641487970666947,2.5774438211493567,-1.0279730200676171,999.9383141194579,1032.0025882683822,209.14795238260933,0.0,0.0,249.56551086781477,66.03687377636129,27.328420461435936,32.79513940227399,36.16554182399915,31.338742686309978,23.71578454900213,22.11249616462933,29.650407565564038,6.041419729394786
