expt,t0,t1
107.520114033584,781461642.995,781461762.995
114.562349577515,781461762.995,781461882.995
114.5775681677909,781461882.995,781462002.995
118.609981558552,781462002.995,781462122.995
118.6166508916255,781462122.995,781462242.995
118.6265078129203,781462242.995,781462362.995
118.6323642040314,781462362.995,781462482.995
118.6321288787265,781462482.995,781462602.995
114.5492300559187,781462602.995,781462722.995
118.6288771108767,781462722.995,781462842.995
118.6250958610908,781462842.995,781462962.995
118.615447523589,781462962.995,781463082.995
118.6075855190837,781463082.995,781463202.995
114.6248125285925,781463202.995,781463322.995
25.62725875109933,781463322.995,781463442.995
