expt,t0,t1
92.93185042006873,930799854.995,930799974.995
102.2229513725117,930799974.995,930800094.995
102.3853691069531,930800094.995,930800214.995
102.5056918848823,930800214.995,930800334.995
102.5734649337647,930800334.995,930800454.995
102.6139891409299,930800454.995,930800574.995
102.6109152013477,930800574.995,930800694.995
102.5438402632863,930800694.995,930800814.995
102.3686820063644,930800814.995,930800934.995
102.2209640086427,930800934.995,930801054.995
102.1850507108506,930801054.995,930801174.995
70.29058786943726,930801174.995,930801294.995
