expt,t0,t1
100.2007868297211,744561279.995,744561399.995
106.6205991497955,744561399.995,744561519.995
102.9867494993447,744561519.995,744561639.995
107.2084816499898,744561639.995,744561759.995
107.3844112067703,744561759.995,744561879.995
107.4794105776657,744561879.995,744561999.995
107.5236730556781,744561999.995,744562119.995
107.5248440802808,744562119.995,744562239.995
107.4430750354257,744562239.995,744562359.995
107.336359788577,744562359.995,744562479.995
8.43943242312609,744562479.995,744562599.995
