expt,t0,t1
93.92521273734467,762920944.995,762921064.995
98.30674342369028,762921064.995,762921184.995
102.5502471190454,762921184.995,762921304.995
102.7406737352104,762921304.995,762921424.995
102.8547472953079,762921424.995,762921544.995
102.9400969730829,762921544.995,762921664.995
102.9672163265026,762921664.995,762921784.995
102.9777161384452,762921784.995,762921904.995
102.9234886914578,762921904.995,762922024.995
102.8717778213811,762922024.995,762922144.995
102.7195952923615,762922144.995,762922264.995
102.4932947878863,762922264.995,762922384.995
102.2125585291626,762922384.995,762922504.995
53.17292981080409,762922504.995,762922624.995
