expt,t0,t1
97.23271585762697,894967249.995,894967369.995
110.4734783999986,894967369.995,894967489.995
110.641447241451,894967489.995,894967609.995
110.7384846455493,894967609.995,894967729.995
110.802401195139,894967729.995,894967849.995
110.8291039340365,894967849.995,894967969.995
106.8028678580287,894967969.995,894968089.995
110.7298595989562,894968089.995,894968209.995
110.5767481321508,894968209.995,894968329.995
99.37715537553291,894968329.995,894968449.995
39.31431767042456,894968449.995,894968569.995
