expt,t0,t1
110.446697886751,927368404.995,927368524.995
118.5049248548118,927368524.995,927368644.995
118.5316663667347,927368644.995,927368764.995
118.5496847974683,927368764.995,927368884.995
118.5805605471344,927368884.995,927369004.995
118.5897917170502,927369004.995,927369124.995
118.6027720469376,927369124.995,927369244.995
110.7044400736254,927369244.995,927369364.995
118.6070774303571,927369364.995,927369484.995
118.6090135158203,927369484.995,927369604.995
118.6043818859553,927369604.995,927369724.995
118.589663357793,927369724.995,927369844.995
118.5632213508036,927369844.995,927369964.995
118.5263661990716,927369964.995,927370084.995
31.54211444463488,927370084.995,927370204.995
