expt,t0,t1
92.85179768343659,847607399.995,847607519.995
118.9690291425355,847607519.995,847607639.995
118.997754874643,847607639.995,847607759.995
119.0243894205182,847607759.995,847607879.995
119.0415842126846,847607879.995,847607999.995
119.0497885085425,847607999.995,847608119.995
119.0489381284634,847608119.995,847608239.995
119.0520187506369,847608239.995,847608359.995
119.0497296772163,847608359.995,847608479.995
119.0446541382533,847608479.995,847608599.995
119.0440711732934,847608599.995,847608719.995
14.82305675558999,847608719.995,847608839.995
