expt,t0,t1
109.7937599250906,843010458.995,843010578.995
118.8285506321023,843010578.995,843010698.995
118.8857507261053,843010698.995,843010818.995
118.910390355191,843010818.995,843010938.995
118.9221566204371,843010938.995,843011058.995
118.9288687399297,843011058.995,843011178.995
118.9339335822879,843011178.995,843011298.995
118.9297726030327,843011298.995,843011418.995
118.9301630291068,843011418.995,843011538.995
118.9249377376771,843011538.995,843011658.995
118.9182363147892,843011658.995,843011778.995
118.9007794558059,843011778.995,843011898.995
118.8872322058658,843011898.995,843012018.995
117.8464258744581,843012018.995,843012138.995
2.955363735796305,843012138.995,843012258.995
