expt,t0,t1
99.17016871519398,929787819.995,929787939.995
108.5323193334365,929787939.995,929788059.995
104.8387517750103,929788059.995,929788179.995
108.9427071574294,929788179.995,929788299.995
109.0357191644558,929788299.995,929788419.995
109.1031881973355,929788419.995,929788539.995
109.1043367022343,929788539.995,929788659.995
109.0765811671795,929788659.995,929788779.995
108.9860688472858,929788779.995,929788899.995
108.8410926235137,929788899.995,929789019.995
108.6088187675794,929789019.995,929789139.995
18.77955657464942,929789139.995,929789259.995
