expt,t0,t1
109.9102245578171,847974177.995,847974297.995
118.9613168904969,847974297.995,847974417.995
119.0003381046948,847974417.995,847974537.995
119.0168750556679,847974537.995,847974657.995
119.0329413560311,847974657.995,847974777.995
119.0444402061579,847974777.995,847974897.995
116.4986119297016,847974897.995,847975017.995
117.599039698525,847975017.995,847975137.995
119.0454082488896,847975137.995,847975257.995
119.0386640395826,847975257.995,847975377.995
119.0219345497237,847975377.995,847975497.995
119.0041086578759,847975497.995,847975617.995
113.3351302348655,847975617.995,847975737.995
70.65802919132035,847975737.995,847975857.995
