expt,t0,t1
98.50185709252649,891092261.995,891092381.995
107.7354933905467,891092381.995,891092501.995
107.8681851158421,891092501.995,891092621.995
107.980828674742,891092621.995,891092741.995
108.0716844201202,891092741.995,891092861.995
108.1090840183695,891092861.995,891092981.995
108.1087349629591,891092981.995,891093101.995
108.1149335114571,891093101.995,891093221.995
108.0620459868517,891093221.995,891093341.995
108.0002519193544,891093341.995,891093461.995
107.8883684004611,891093461.995,891093581.995
107.7266093673587,891093581.995,891093701.995
107.468488521275,891093701.995,891093821.995
27.50284700153618,891093821.995,891093941.995
