expt,t0,t1
109.2463237379129,888501038.995,888501158.995
118.3028071593964,888501158.995,888501278.995
118.332827180681,888501278.995,888501398.995
118.3653929939007,888501398.995,888501518.995
118.385395644819,888501518.995,888501638.995
118.4008201488961,888501638.995,888501758.995
118.4165174163948,888501758.995,888501878.995
118.4185658162081,888501878.995,888501998.995
118.4144315784648,888501998.995,888502118.995
118.4021197863756,888502118.995,888502238.995
118.3858342056145,888502238.995,888502358.995
118.342352507228,888502358.995,888502478.995
54.18828146379514,888502478.995,888502598.995
