expt,t0,t1
71.51176758769395,917009861.995,917009981.995
100.2891309568986,917009981.995,917010101.995
85.95437894315516,917010101.995,917010221.995
85.8938293410166,917010221.995,917010341.995
85.70113185610977,917010341.995,917010461.995
79.69005620600689,917010461.995,917010581.995
93.29547285269652,917010581.995,917010701.995
107.8656633056937,917010701.995,917010821.995
91.73538238458057,917010821.995,917010941.995
86.19022252671303,917010941.995,917011061.995
85.78793827714803,917011061.995,917011181.995
83.70732050946665,917011181.995,917011301.995
82.489006420213,917011301.995,917011421.995
118.141348532055,917011421.995,917011541.995
16.81289766768871,917011541.995,917011661.995
