id,xcentroid,ycentroid,sharpness,roundness1,roundness2,npix,sky,peak,flux,mag,xcenter,ycenter,aperture_sum,aperture_sum_mask,aperture_sum_edge,ra,dec,aperture_sum_0,aperture_sum_1,aperture_sum_2,aperture_sum_3,aperture_sum_4,aperture_sum_5,aperture_sum_6,aperture_sum_7,aperture_sum_8,aperture_sum_9,aperture_sum_10
1307,2821.8182545135,2485.8631942385073,0.8636682184304623,0.10388193991123891,0.7453960796293968,49,0.0,0.013323576958810434,1.3431843133555665,-0.32033902791339264,2821.8182545135,2485.8631942385073,1017.1063719602282,0.0,156.55988757519697,51.53767322710368,-26.913602065606852,89.32700169343994,52.439870886605746,88.34553788575641,166.65127584139532,229.0541190737788,32.15036708797746,54.118772845840084,25.9372674711024,52.78656545320743,64.21477217747777,162.08082154364686
1308,2051.156002149426,2483.6063273788955,0.28534643268766113,0.4181783346670696,0.07314200214547557,49,0.0,0.04729254604423828,1.949395622802683,-0.7247499663986472,2051.156002149426,2483.6063273788955,43893.708380097334,0.0,0.0,51.89776280856304,-26.91553329456568,4866.241939472963,4404.739167394169,4200.117255118667,4094.820414674643,4003.18276058594,4056.801061159719,3966.691015010352,4106.578808449338,4112.942064991387,3955.405879224324,2126.1880140158423
1309,1329.9273801965103,2487.440152901937,0.7687347279545762,0.29329489830535294,0.1851385279430623,49,0.0,0.04636430532390406,5.5982855692067455,-1.8701376202697455,1329.9273801965103,2487.440152901937,1062.2325301418314,0.0,0.0,52.234772991620495,-26.914035829808167,105.99772968635222,96.52552458815117,106.57181281054979,111.83494288205199,108.82828247027936,86.32590053749331,93.66685407460018,98.85723447292776,91.46322522968528,94.87038618001907,67.29063720972124
1310,1923.4012639831324,2487.7009238147584,0.4021304648160801,0.34608462576714083,-0.023459517755213443,49,0.0,0.008483377837492955,1.2503328809418959,-0.24256413074012648,1923.4012639831324,2487.7009238147584,670.1127846087558,0.0,0.0,51.957461299019535,-26.91390329660819,59.117453760195595,59.849784307026425,64.10978795488195,68.11369934555333,71.22797096706034,52.953455411296744,83.13595814013402,49.613990305948974,70.50433711454824,52.131901674470136,39.354445627639976
1311,2074.316947523257,2487.0081540829287,0.574949736282254,-0.19297154686936213,0.4227878316415023,49,0.0,0.03667376681890743,1.3821798248594537,-0.35141137362954994,2074.316947523257,2487.0081540829287,9497.090775074385,0.0,0.0,51.88694321374987,-26.914099468359744,760.4765100697879,901.4316356566109,951.9028915528112,861.6456835222184,897.1999391248739,925.1577573666966,928.1041424879242,931.1695045835164,942.7340763809898,927.4496042770642,469.8190300518911
1312,2038.7814585996807,2488.7193487316176,0.6107415357932154,-0.6291703597016968,-0.8585882522446446,49,0.0,0.01983274463473852,1.0176803796717544,-0.019028504087480507,2038.7814585996807,2488.7193487316176,4085.1156415030764,0.0,0.0,51.90354897989186,-26.9134114313261,364.9162439746998,383.9392315877435,412.67497368511476,392.25621083683336,384.2729269131597,422.82230022228964,381.7259330411307,380.0960938802745,409.56239574750543,389.5675019733916,163.28182964093332
1313,2224.75070149421,2491.8739301204932,0.6541638382664603,0.15248998691938656,-0.4156015669908469,49,0.0,0.056326901636617764,1.3440330415198414,-0.32102486370923566,2224.75070149421,2491.8739301204932,14740.511485453193,0.0,0.0,51.816656681364314,-26.911945136618954,1311.2321276594907,1390.7264142629665,1390.358080209409,1391.073454753197,1395.7641516772367,1424.5863401040567,1447.9414246591946,1448.570530025537,1385.1600893075397,1421.344102389853,733.75477040471
1314,804.7358922777909,2495.71001145221,0.4758372420496054,0.3976813945144138,0.059825688984095134,49,0.0,0.043913160235465376,7.0875358349517255,-2.1262381693053003,804.7358922777909,2495.71001145221,1373.481034208142,0.0,0.0,52.48016257743647,-26.91015958778931,127.59034021979213,122.79100062711419,113.96449429511878,135.76965805750342,130.16961623552083,138.6113102640584,132.65169550790108,129.68313733613934,134.8313638974204,132.61247694010984,74.80594082746387
1315,2264.2564824912347,2497.464251351473,0.8717276963281223,-0.5698624769264924,0.008115312232432677,49,0.0,0.036424813900168114,1.1214742345589503,-0.12447325071050416,2264.2564824912347,2497.464251351473,7084.83123097294,0.0,0.0,51.798204121539115,-26.90957684071145,619.5027876664248,669.9722258457932,649.6891837149012,677.3686887319873,722.0608201508094,683.4791338837208,644.5241927490406,658.6370535356721,704.2729744929718,663.1115552100314,392.21261499158703
1316,2162.802015145859,2499.4293658276397,0.5764767875504069,0.46448780932080413,0.24038718605286394,49,0.0,0.27189647995354793,40.69690713934454,-4.023903513028958,2162.802015145859,2499.4293658276397,4761.5980378779395,0.0,0.0,51.84560969131232,-26.908853728993396,386.4798189210454,450.9028006260679,458.57397234028235,429.9688794157041,464.4275561533042,498.84765344931253,515.9316066998501,439.86839762771194,427.71912325020844,451.5690138073343,237.30921558711765
1317,2430.4103293653648,2500.3963368918976,0.6661704381411028,0.4748837730413265,0.3398464603920409,49,0.0,0.012272021559574608,1.2979412262130978,-0.2831375676222743,2430.4103293653648,2500.3963368918976,1086.9358493064458,0.0,0.0,51.72057550602347,-26.908164398048697,105.10853180794496,110.36778974768151,90.07732939728022,92.70009908500613,94.79118930863682,119.58769403100943,102.65483797673144,105.036614697098,103.73282697503456,112.02960541429633,50.849330865726316
1318,2255.247146022873,2502.3074797765853,0.39446746871431415,-0.6535708393582645,-0.7885300342438278,49,0.0,0.06892641753098061,1.9786183036658263,-0.7409050557535818,2255.247146022873,2502.3074797765853,17168.552475487322,0.0,0.0,51.8024191712346,-26.907568077670405,1520.0843903532746,1642.6304910653446,1646.862316841888,1625.2024818699879,1637.4723707653905,1627.7719481767115,1592.6681685438361,1573.7444466274533,1697.0377817743706,1704.30422481893,900.7738546501355
1319,2292.559762314651,2508.2343417884304,0.36857175266700626,0.6716509422024425,0.7478965819406439,49,0.0,0.008404386907278141,1.324251951992201,-0.30492655443218397,2292.559762314651,2508.2343417884304,811.2150961027958,0.0,0.0,51.784992773105664,-26.905060062618794,82.52105291620623,78.44203829131853,66.80861081225528,73.79843504084204,64.02695254419186,91.52308295802234,66.1355602071221,81.5896288946314,84.52201400090445,80.79184937816954,41.055871059131945
