id,xcentroid,ycentroid,sharpness,roundness1,roundness2,npix,sky,peak,flux,mag,xcenter,ycenter,aperture_sum,aperture_sum_mask,aperture_sum_edge,ra,dec,aperture_sum_0,aperture_sum_1,aperture_sum_2,aperture_sum_3,aperture_sum_4,aperture_sum_5,aperture_sum_6,aperture_sum_7
1,1928.0470479023281,131.0160731431674,0.28953544470270987,-0.3121199792366977,-0.19097106716746154,49,0.0,0.004877745511100817,1.2009938428748999,-0.19885195228680347,1928.0470479023281,131.0160731431674,256.21568632432707,0.0,146.92522308068777,230.81965177281492,42.248658729207946,24.478523089511405,15.78966770764915,19.777368622015445,73.83276320273939,39.488093040626524,52.233780757616366,30.615489904168818,0.0
2,1890.574086171963,146.63119717554804,0.40731097743840344,0.39409778249468164,0.5024953677250732,49,0.0,0.05799912284876354,8.112168228855467,-2.2728423710314787,1890.574086171963,146.63119717554804,2246.3112671582303,17.187104298872626,1748.8013751549497,230.84072636006428,42.25519611401184,337.1510893953607,359.7919338516604,322.4724648760806,292.8276676446827,295.0056303498045,308.5129740841617,330.5495069564796,0.0
3,1632.3368301741014,147.2779654341106,0.6152076707532752,-0.01845008639243803,0.715630059316026,49,0.0,0.024049988266234508,2.490292459106939,-0.9906258837210978,1632.3368301741014,147.2779654341106,1010.0239291062821,0.0,808.7220787024002,230.9860909721269,42.255579978699544,137.51615153352105,156.14985086755132,163.7037448727739,150.21880663067677,139.57611512592553,124.40361589390719,138.45564418192635,0.0
4,1356.644998416723,151.49635340275745,0.8158990883202158,0.8852526030927217,0.9520196307954647,49,0.0,0.02045371089431795,1.7088378525989583,-0.581752138863869,1356.644998416723,151.49635340275745,877.631410365002,46.61928990384527,758.7432597019675,231.14128578975127,42.257256993701674,105.38423199014015,145.65286967058137,143.16927783514024,133.52684879640293,126.78948045375253,102.90637100935874,118.43136604085838,1.7709645687677231
5,1633.2459853489706,153.6321409388521,0.6713600844746518,0.6635206943232203,0.9550327167118479,49,0.0,0.020190128486030447,2.037830961040836,-0.7729203906236214,1633.2459853489706,153.6321409388521,977.1564651273178,0.0,777.4410885222915,230.98557841182023,42.258227176507134,120.99702475106947,143.88031333309098,144.23152915948572,141.0081910866376,141.76429529540223,126.47725167805393,158.57722071260963,0.22063911096824199
6,1585.4903657659863,168.85615157037574,0.6251071712545977,0.11317972135526312,0.24467208219796502,49,0.0,0.039519886836544706,4.75424982881083,-1.6927049988144254,1585.4903657659863,168.85615157037574,937.6504199311358,0.0,766.094667824558,231.0124627919723,42.264570985200024,117.16636549719067,137.18683431548305,151.3842226940822,131.0841251605108,130.4880074580469,128.57107286954658,140.5917639772508,1.17802795902474
7,1706.87999681428,180.23069504212555,0.3884498074433153,0.235934221859249,0.728833629599917,49,0.0,0.02666766639338133,3.5468347618518514,-1.3746023906276148,1706.87999681428,180.23069504212555,873.1743825275787,0.0,695.7294686149783,230.94411629740083,42.269294596318154,116.43906642969286,112.08391493199363,133.1829308828774,110.46568190852963,149.50494626212645,127.24154808873612,123.26202933330615,0.9942646903164525
8,1327.4653927943875,180.7727355070687,0.41376360236882426,-0.08152221202230793,0.27095075569205257,49,0.0,0.011140304362670843,1.4266152040306899,-0.3857671204149513,1327.4653927943875,180.7727355070687,641.65113781941,0.0,529.2464058445682,231.1577418782135,42.26943335559132,89.6622358051541,96.31456799422415,84.16166397054008,111.36662312831913,93.58765362849462,81.24513079424312,85.31326249843485,0.0
9,1964.5354321736797,193.7247719086388,0.8940455794550441,0.05009039262583426,0.12768275808837581,49,0.0,0.022524315926981946,1.7750853105281383,-0.6230480751697489,1964.5354321736797,193.7247719086388,848.7646576045055,0.0,692.0911909684985,230.79902846905432,42.27474960541648,113.79647410547244,115.79912606945507,112.7154500089541,131.14199211238886,131.36631801787343,122.3176785272382,119.23581126409964,2.3918074990236997
10,1442.6502928670795,196.26873265091572,0.6798894285843272,-0.299616506792872,0.47069669805286063,49,0.0,0.014690293222263142,1.5881019697037886,-0.5021959609989666,1442.6502928670795,196.26873265091572,536.745723751528,0.0,381.686984341373,231.09289749757713,42.27595767279476,80.12184571752132,87.01127729909845,72.95468941162886,82.62716081732154,63.40338867217787,77.71687811557317,72.91048371820688,0.0
