expt,t0,t1
112.6841404519185,778348982.995,778349102.995
118.7011326760922,778349102.995,778349222.995
118.7176696270653,778349222.995,778349342.995
118.7220766282302,778349342.995,778349462.995
118.7348162845103,778349462.995,778349582.995
118.7387526350653,778349582.995,778349702.995
118.7429296592277,778349702.995,778349822.995
118.7397420710065,778349822.995,778349942.995
114.7849445960838,778349942.995,778350062.995
118.7218573478325,778350062.995,778350182.995
118.7097915776529,778350182.995,778350302.995
118.6936824908705,778350302.995,778350422.995
118.6746906691029,778350422.995,778350542.995
84.08181950816135,778350542.995,778350662.995
