expt,t0,t1
110.963306458984,842442514.995,842442634.995
118.9885237047272,842442634.995,842442754.995
119.0078631661499,842442754.995,842442874.995
119.0183458388236,842442874.995,842442994.995
119.0221912682381,842442994.995,842443114.995
119.0328076484715,842443114.995,842443234.995
119.0315989321326,842443234.995,842443354.995
119.0307539003558,842443354.995,842443474.995
119.0215066855329,842443474.995,842443594.995
119.0144094882686,842443594.995,842443714.995
118.9992470510083,842443714.995,842443834.995
118.9805814756862,842443834.995,842443954.995
117.8959559462342,842443954.995,842444074.995
1.968188964914509,842444074.995,842444194.995
