expt,t0,t1
97.8451825268485,873071638.995,873071758.995
107.0369152858397,873071758.995,873071878.995
107.1752369371098,873071878.995,873071998.995
107.2592466925028,873071998.995,873072118.995
107.2976258978717,873072118.995,873072238.995
103.3282745939113,873072238.995,873072358.995
107.325933165672,873072358.995,873072478.995
107.3193630420597,873072478.995,873072598.995
107.2913034910022,873072598.995,873072718.995
107.2132727169942,873072718.995,873072838.995
107.0960520282769,873072838.995,873072958.995
106.9275539737829,873072958.995,873073078.995
51.36552571277947,873073078.995,873073198.995
