expt,t0,t1
97.69686775697352,904521533.995,904521653.995
106.891629416139,904521653.995,904521773.995
107.0188601132391,904521773.995,904521893.995
107.1294205995284,904521893.995,904522013.995
107.1764530011203,904522013.995,904522133.995
107.2372393118681,904522133.995,904522253.995
107.2491240856005,904522253.995,904522373.995
107.2593480311703,904522373.995,904522493.995
103.2073156343469,904522493.995,904522613.995
107.199361169911,904522613.995,904522733.995
107.1116131436707,904522733.995,904522853.995
102.9775076859895,904522853.995,904522973.995
106.8171567553469,904522973.995,904523093.995
61.096185712767,904523093.995,904523213.995
