expt,t0,t1
77.59885962675018,826704201.995,826704321.995
86.88549604789527,826704321.995,826704441.995
75.06967721325596,826704441.995,826704561.995
75.19584385434686,826704561.995,826704681.995
87.30700297568801,826704681.995,826704801.995
87.34842797100916,826704801.995,826704921.995
83.36282307076004,826704921.995,826705041.995
87.3302433101112,826705041.995,826705161.995
87.28669020277165,826705161.995,826705281.995
81.21909669055434,826705281.995,826705401.995
18.24437662427056,826705401.995,826705521.995
