expt,t0,t1
102.8384309516904,779118306.995,779118426.995
109.2765955472793,779118426.995,779118546.995
109.5442985273718,779118546.995,779118666.995
109.7470772011251,779118666.995,779118786.995
107.9521196068772,779118786.995,779118906.995
109.9807078692193,779118906.995,779119026.995
106.0146219223242,779119026.995,779119146.995
110.0252068041226,779119146.995,779119266.995
109.9993091446394,779119266.995,779119386.995
105.945272494169,779119386.995,779119506.995
109.867484427944,779119506.995,779119626.995
109.7065529939599,779119626.995,779119746.995
109.4885904098531,779119746.995,779119866.995
109.1410775991446,779119866.995,779119986.995
4.254963125184404,779119986.995,779120106.995
