expt,t0,t1
98.45131161712649,846400544.995,846400664.995
107.6823468893464,846400664.995,846400784.995
99.854527458415,846400784.995,846400904.995
108.0135103950246,846400904.995,846401024.995
108.0977059379748,846401024.995,846401144.995
108.1585766976123,846401144.995,846401264.995
108.1924012928677,846401264.995,846401384.995
108.174391159675,846401384.995,846401504.995
104.1491572104906,846401504.995,846401624.995
108.1007855074829,846401624.995,846401744.995
104.0120797728609,846401744.995,846401864.995
107.9115693254024,846401864.995,846401984.995
107.7279718094446,846401984.995,846402104.995
107.4675595834892,846402104.995,846402224.995
12.2899318839513,846402224.995,846402344.995
