id,xcentroid,ycentroid,sharpness,roundness1,roundness2,npix,sky,peak,flux,mag,xcenter,ycenter,aperture_sum,aperture_sum_mask,aperture_sum_edge,ra,dec,aperture_sum_0,aperture_sum_1,aperture_sum_2,aperture_sum_3,aperture_sum_4,aperture_sum_5,aperture_sum_6,aperture_sum_7,aperture_sum_8,aperture_sum_9
1,1314.8712863578091,196.34286802455097,0.48465421045694823,0.40268100267644935,0.7012124711041532,49,0.0,0.012424754503373938,1.7934742023108874,-0.6342378351970867,1314.8712863578091,196.34286802455097,623.8176662187836,0.0,453.84541202058637,185.79277542492505,-2.5869533572346266,44.30442336633343,62.96142477197118,76.48394576778631,60.17997768537778,49.35615264703689,65.62166753571003,59.78548780535236,61.843846483966956,80.23632334002383,63.04441681522488
2,1316.4193056065299,205.17230537306529,0.39675764945833764,0.5297186938090117,0.2605937489502414,49,0.0,0.020261032079713578,3.2697680984870363,-1.2862923807953708,1316.4193056065299,205.17230537306529,735.0459185099837,0.0,343.6611004460678,185.79212952930968,-2.583274874386078,86.59853510222237,88.37562556172311,92.67494627148554,76.00250018630474,66.2608650288179,57.66679325243572,70.60482741651256,61.090380999527284,77.70325666190686,58.06818802904756
3,1759.7262091398693,377.14078755494796,0.6794939255096164,0.05534669862287779,-0.285483494568168,49,0.0,0.016743302420940697,2.274187445231388,-0.892065644145209,1759.7262091398693,377.14078755494796,288.13970615133206,0.0,0.0,185.6072430391826,-2.5116316763816404,23.89731284676573,30.465253065340143,31.99997220885561,39.7288328145475,17.703997122596235,26.16624324577876,38.43261782902499,30.908228016627998,28.084543736725486,20.752705265069608
4,1419.164315612804,446.44962597744524,0.4348549683794699,0.012406283764114602,-0.09833324273843513,49,0.0,0.013986989100906604,2.7228640295127446,-1.0875648867627832,1419.164315612804,446.44962597744524,272.8870818661794,0.0,0.0,185.7492732499398,-2.482754676969007,27.019662930770075,28.26961465428435,23.75954366768919,21.130612704486452,27.114760498736864,20.83629437638072,32.81089300066346,35.52397566755608,30.24672721926172,26.174997146350492
5,1488.9547744416236,456.38185246118616,0.9742085958802829,0.3490945960646489,0.011003747227708706,49,0.0,0.014875785763731865,1.5892799960016424,-0.5030010425876118,1488.9547744416236,456.38185246118616,199.01721408979856,0.0,0.0,185.72016751096552,-2.4786178822485034,16.710739701545663,14.440444170594143,20.896492682976994,22.666619475547137,21.383498967487192,22.19958893881922,17.250344223900164,27.173525343229958,22.429735989613064,13.866224596085024
6,851.646036034114,495.95090904251754,0.6303505370912645,0.05472952739013831,0.08175127717622481,49,0.0,0.037808132574806565,5.74533895555604,-1.8982891392122698,851.646036034114,495.95090904251754,472.24720590644665,0.0,0.0,185.98594606341808,-2.4620961645342874,29.462548778493446,49.970050707372266,53.60772364311852,42.83674216306659,56.70440136228473,47.95186205885007,45.768075994101636,59.29024867716598,52.967002697210475,33.68854982478284
7,551.5047117871557,686.6154787178701,0.6112099313722518,0.17523060645753877,-0.34075661082144004,49,0.0,0.03321857144253831,4.65127633756467,-1.66893035550551,551.5047117871557,686.6154787178701,612.8018534009334,38.99662760730904,0.0,186.11108985330168,-2.382624051190021,65.05137976925523,80.96542233036922,60.67992904169003,53.117602136237295,66.9795387794872,67.61550501435887,60.73835708373067,57.58284582807762,59.97547751059432,40.095795907132924
8,666.7601724647327,762.1354700699559,0.35362916581326487,0.28521247105516806,-0.021452713113883345,49,0.0,0.009334560602147409,1.6341269404323675,-0.5332144747198729,666.7601724647327,762.1354700699559,305.1320325780123,0.0,0.0,186.06302127987445,-2.351173796806104,25.124023989301854,27.294710299872648,30.73803291583272,35.056101620302826,25.22915426440062,31.17836233623016,32.177263676635306,24.430664846328042,47.19760111474163,26.70611751436645
9,946.7412937262505,789.5931381656158,0.4155154928135393,-0.23476483806503695,-0.23641186478073875,49,0.0,0.007358276800334664,1.4265806047949439,-0.38574078808767676,946.7412937262505,789.5931381656158,233.62276670728914,0.0,0.0,185.94626838682728,-2.33976128944319,20.13883544682687,26.51438767790005,28.541468386836897,17.405518171120733,35.80136429241223,21.642503294454286,23.308822122226786,18.959867156307915,25.99748902156828,15.31251113763509
10,242.54759510134966,793.3905123299079,0.5319205955471812,0.4275096617295779,-0.26300512876484905,49,0.0,0.1769553479982344,25.39281032204974,-3.5117769215242927,242.54759510134966,793.3905123299079,6594.3953507441165,404.3899867693734,5005.316010601064,186.23990522322717,-2.338091497522129,174.36882982126525,566.0280384560893,986.9343768929192,635.2253930147439,685.4382342581046,684.7536191010092,567.5210180531469,853.9528382161377,1037.144949012703,403.02805391799745
11,2483.959657704792,795.5722513909075,0.46636316919298537,-0.06590808253859443,-0.09673079776954402,49,0.0,0.028660642739699427,4.994162033827347,-1.7461565719383598,2483.959657704792,795.5722513909075,544.841493130695,0.0,0.0,185.30524512959548,-2.3372482731310784,35.57032896224868,59.56435172383111,54.67916794878137,52.279974620691746,75.81278618367436,58.43545737337085,53.29656880682188,58.7703725554512,63.044919988696805,33.387564967127034
12,251.1774865107883,799.393235831857,0.40968492704553855,0.4191265210283141,-0.14989484249063234,49,0.0,0.573544737085511,90.7710142087848,-4.894867969901878,251.1774865107883,799.393235831857,22091.735931935393,397.262898438319,4386.647469844891,186.2363059914331,-2.33559201385097,922.085196398014,3025.2066129486852,3132.027971160859,2889.477440243906,3268.4965786321964,3089.475982164928,2389.4797721668238,1278.5383471123068,1702.4831766971013,394.464854410573
13,1406.887253538061,845.7967392368777,0.37808546486601713,0.3651232367049998,-0.038316178420087214,49,0.0,0.0074174079069335725,1.4883176494944692,-0.4317390798727338,1406.887253538061,845.7967392368777,193.02162083518277,0.0,0.0,185.75438511086915,-2.3163680408539644,16.227508789030182,24.673003968647436,19.292440050896882,15.053121132534478,20.088493687732676,24.57832291481114,23.613880309570895,22.091996638398818,12.270269726327395,15.132583617232864
14,1798.4637837626883,882.3196971384998,0.6741364596876681,0.020148516985212427,-0.0691235795298359,49,0.0,0.129873687105413,18.32353998392041,-3.1575234504810386,1798.4637837626883,882.3196971384998,1547.3204005591524,0.0,0.0,185.59109813316527,-2.3011504896624486,118.05180063748713,157.94759709898062,165.56048375385294,166.65441612818438,172.04533814983512,142.7674547599855,167.19460410463364,152.08039123674018,180.63515116728195,124.38316352217116
15,1734.787425108654,917.8183168581799,0.7330800249766971,0.4007209024316289,0.08298750857279147,49,0.0,0.010704432605305696,1.4397916809442617,-0.39574914975008246,1734.787425108654,917.8183168581799,160.34154773040444,0.0,0.0,185.61765146608076,-2.2863610770012293,11.516915322131688,15.679379519683845,15.122972101154714,12.072803280820683,19.955201383236428,22.5302614948665,17.795657041425788,13.346647700908282,21.115552492605985,11.206157393570564
