expt,t0,t1
110.6623040007802,890027203.995,890027323.995
118.7133321538315,890027323.995,890027443.995
118.7512034830166,890027443.995,890027563.995
118.7712756618659,890027563.995,890027683.995
118.7788649029496,890027683.995,890027803.995
118.7851545065539,890027803.995,890027923.995
114.7195714843735,890027923.995,890028043.995
118.7890159808755,890028043.995,890028163.995
118.7765704812266,890028163.995,890028283.995
118.7640982400658,890028283.995,890028403.995
118.741988358008,890028403.995,890028523.995
118.7135139961125,890028523.995,890028643.995
118.6725353032419,890028643.995,890028763.995
107.7044232170546,890028763.995,890028883.995
