expt,t0,t1
75.46969653333471,904557020.995,904557140.995
85.67777611349142,904557140.995,904557260.995
64.15149251869288,904557260.995,904557380.995
72.13875075876179,904557380.995,904557500.995
73.12934373667585,904557500.995,904557620.995
72.13034586349933,904557620.995,904557740.995
71.10874383753476,904557740.995,904557860.995
76.01680151644348,904557860.995,904557980.995
89.06209990083515,904557980.995,904558100.995
84.18762535133114,904558100.995,904558220.995
73.23339039861253,904558220.995,904558340.995
72.09626792157503,904558340.995,904558460.995
65.96068804425458,904558460.995,904558580.995
64.5176789954315,904558580.995,904558700.995
