expt,t0,t1
101.1743130495141,767916019.995,767916139.995
107.5664323434552,767916139.995,767916259.995
107.8577472330852,767916259.995,767916379.995
108.0278104070001,767916379.995,767916499.995
108.1478854681865,767916499.995,767916619.995
108.204528153417,767916619.995,767916739.995
108.2261358093076,767916739.995,767916859.995
108.1497320839062,767916859.995,767916979.995
107.9879111216181,767916979.995,767917099.995
107.7213566464244,767917099.995,767917219.995
107.3730162365976,767917219.995,767917339.995
106.8592291921551,767917339.995,767917459.995
0.545129509915571,767917459.995,767917579.995
