expt,t0,t1
107.317298380548,771359918.995,771360038.995
118.4043446801675,771360038.995,771360158.995
118.4521210653689,771360158.995,771360278.995
118.4824298949823,771360278.995,771360398.995
118.5066577047844,771360398.995,771360518.995
118.5174559272989,771360518.995,771360638.995
118.5098720345175,771360638.995,771360758.995
118.5033738471203,771360758.995,771360878.995
118.4817185707651,771360878.995,771360998.995
118.4566457291863,771360998.995,771361118.995
118.4050025213608,771361118.995,771361238.995
46.32429480923515,771361238.995,771361358.995
