expt,t0,t1
96.11793314920192,894831086.995,894831206.995
98.13369312548646,894831206.995,894831326.995
114.7604607269464,894831326.995,894831446.995
91.16945976599581,894831446.995,894831566.995
111.2576340174486,894831566.995,894831686.995
114.9049566158152,894831686.995,894831806.995
73.98845444849006,894831806.995,894831926.995
111.5924897706405,894831926.995,894832046.995
118.7718586268258,894832046.995,894832166.995
111.0176757143912,894832166.995,894832286.995
99.47337133816785,894832286.995,894832406.995
