expt,t0,t1
101.3690558215603,821266494.995,821266614.995
109.7108655172565,821266614.995,821266734.995
109.9231193564251,821266734.995,821266854.995
110.0782463367294,821266854.995,821266974.995
110.1979104133196,821266974.995,821267094.995
106.2578459842791,821267094.995,821267214.995
110.3009718382107,821267214.995,821267334.995
110.2962032909102,821267334.995,821267454.995
110.2600873157831,821267454.995,821267574.995
110.1897976899902,821267574.995,821267694.995
110.0967012340741,821267694.995,821267814.995
109.9337373968132,821267814.995,821267934.995
109.7081687827147,821267934.995,821268054.995
109.3996375794543,821268054.995,821268174.995
0.6322019450388193,821268174.995,821268294.995
