id,xcentroid,ycentroid,sharpness,roundness1,roundness2,npix,sky,peak,flux,mag,xcenter,ycenter,aperture_sum,aperture_sum_mask,aperture_sum_edge,ra,dec,aperture_sum_0,aperture_sum_1,aperture_sum_2,aperture_sum_3,aperture_sum_4,aperture_sum_5,aperture_sum_6,aperture_sum_7,aperture_sum_8,aperture_sum_9,aperture_sum_10,aperture_sum_11,aperture_sum_12,aperture_sum_13
1,1972.6793011522054,8.234165964461205,0.6731884669131225,0.004359148051009674,0.221826964961191,49,0.0,0.010780484589760683,1.479770203526919,-0.42548569543192316,1972.6793011522054,8.234165964461205,681.9976252011863,0.0,276.23988975026214,350.04392351603667,-1.8607596162071922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,577.2999420655015,104.69768313568483,0.0
2,1980.8599954526728,10.889558376657241,0.95563854057438,-0.5237755317915509,0.04603587335834335,49,0.0,0.010525612307653176,1.1906440049367584,-0.18945482393687402,1980.8599954526728,10.889558376657241,1410.6265004657027,0.0,97.72090101666254,350.040513413223,-1.8596530520430832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1383.6308005976757,26.995699868027025,0.0
3,1957.1778734989573,18.688376814044165,0.4313722290611018,0.8664317723098188,0.3132796664216328,49,0.0,0.013752200112002047,1.4196005635557796,-0.3804154077066336,1957.1778734989573,18.688376814044165,1717.1998578163045,0.0,1232.989477856268,350.050385609601,-1.8564048458411773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1491.8285633053977,225.3712945109066,0.0
4,1678.9360134326494,29.11277764692663,0.42263680730535214,-0.46658183827513694,-0.3065410133853271,49,0.0,0.005462394146011832,1.0047164972825662,-0.0051088334082617076,1678.9360134326494,29.11277764692663,751.6428961276371,0.0,264.9237622601456,350.1663726457722,-1.852067861308839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.97533269733327,70.1070201668559,46.30518901833504,391.5762395908656,107.67911465424734
5,1976.4031834840287,35.127785694920796,0.9257124293495185,-0.39913727688389716,-0.5022924506915807,49,0.0,0.01114750416973093,1.1853982135598955,-0.18466067101305714,1976.4031834840287,35.127785694920796,530.8714907247004,0.0,303.73344969781954,350.04237183601833,-1.8495553231188293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,112.77190593809325,385.36305188955254,32.73653289705456,0.0
6,1880.5532866239319,42.97204857449047,0.7417812204542475,-0.1834954243899443,-0.6574366359307774,49,0.0,0.008433281448023694,1.2024231439495832,-0.20014331713587769,1880.5532866239319,42.97204857449047,311.59958642615004,0.0,160.51021813485636,350.08232743196623,-1.8462903840032494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.03970097232205,86.06692271696855,68.72142427935759,23.038997316997747,29.732541140504082
7,1944.5018027788883,66.97768849903252,0.43782798541889045,0.24056276576722666,-0.42014780394046713,49,0.0,0.005948823079593341,1.077745123154686,-0.08129016582061112,1944.5018027788883,66.97768849903252,400.56930253551985,0.0,244.68792163545646,350.05567074810807,-1.8362873800206536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.40220139388099,70.19393398075756,55.17867332510457,94.17269156932758,73.62180226644921
8,1519.4007360109497,67.76642561665757,0.4356065739078585,-0.04470487984536673,0.7158205454343477,49,0.0,0.09300874437994851,11.707179664315042,-2.6711307082720355,1519.4007360109497,67.76642561665757,3750.1514196788003,0.0,1842.8580330256682,350.2328758732818,-1.8359642082584293,8.088245477239854,0.0,0.0,0.0,0.0,0.0,0.0,67.72514589088712,658.1583967722227,701.4761983917364,697.831749254028,622.0375794739793,625.8274981377422,369.00660628096506
9,2084.7104037842855,92.0808537804,0.6701166262779551,0.309261773310939,-0.7294627903328945,49,0.0,0.008698783543479348,1.3242061050282068,-0.3048889644778634,2084.7104037842855,92.0808537804,359.32380341545525,0.0,134.4987366534451,349.9972254215975,-1.8258234325816576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.929412490286,59.18366961747088,59.954912183376635,81.25580912432167
10,2085.5480544557086,96.9843278488014,0.8371029740842066,0.2496267533280563,-0.3365781554987228,49,0.0,0.008959839744870425,1.0956614122983874,-0.09919091664656621,2085.5480544557086,96.9843278488014,409.56557152983,0.0,162.63381860142113,349.99687639927157,-1.8237805369134497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.24126921128416,167.65775930142223,52.79548093102202,75.04457700279792,69.82648508330365
11,1981.5864335250324,102.14226743999701,0.631339506786003,-0.21640180816123264,0.31988928867177335,49,0.0,0.07556961586602733,8.0811768981533,-2.268686534100312,1981.5864335250324,102.14226743999701,2762.0159537915965,10.638654974281422,1860.222249486075,350.0402127975952,-1.8216360030321395,103.11875379021474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,669.4982626966528,600.5323334708742,565.0126016625661,519.5180899878985,304.3359121833902
12,831.6308971482414,129.99569845073262,0.6616824321506475,-0.49141815669699557,0.07187014523775544,49,0.0,0.008820212680599479,1.1851584008331788,-0.1844409982500736,831.6308971482414,129.99569845073262,516.2874479472583,0.0,289.6732617801973,350.51956964639777,-1.8100104564360806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.000756634626641,64.64951057431789,147.3749229915603,168.60102253316518,103.82719829627942,28.834036917308957,0.0
13,847.5916531383235,146.680981616543,0.37162768306959326,0.2946194987412327,0.08370707652988907,49,0.0,0.008723600368259962,1.0433391867655448,-0.04606379837569988,847.5916531383235,146.680981616543,665.3611348355498,0.0,518.7856785167269,350.5129157997179,-1.8030603080009244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.558564066689218,210.0286993928687,149.03064258896208,143.2278976729437,129.00705710551816,24.508274008567874,0.0
14,1499.6321718380439,169.2694389740183,0.2369524098517826,-0.2618951162229273,0.33855790148158355,49,0.0,0.028580729195464793,4.6401220103193435,-1.6663235008008683,1499.6321718380439,169.2694389740183,1937.1314886992777,1.0,455.9001247740754,350.2411158412672,-1.793676036390551,120.3635758811588,195.88266895160444,61.68260925781641,0.0,22.879288198429037,36.88326630699845,350.44172282128585,219.39155190469953,127.40711442310027,164.3194882300406,161.70322981971816,211.79819039399166,157.52885880371375,106.84992370672073
15,1534.9414807133558,181.24609548984088,0.5908023605960748,0.2062943298073377,0.5973970304354433,49,0.0,0.009125320135197313,1.164617642294681,-0.16545841190810728,1534.9414807133558,181.24609548984088,1326.4547669111234,0.0,258.94351799587395,350.2263971699614,-1.788686578214442,49.32336020879698,86.0992018180003,100.02332260648464,7.511507047167166,511.99676098037753,62.51155549185868,80.08591084334662,66.3499126125903,61.69306150527055,83.72862218738872,60.6225523973451,63.92929720995999,62.32940233704733,30.250299665489774
16,1039.9925456417025,181.7243600854639,0.30821792570782314,0.5722934050363854,0.21961592004076283,49,0.0,0.004320718059864174,1.000493488313851,-0.0005356659673937861,1039.9925456417025,181.7243600854639,451.21757943333046,0.0,118.8421619287111,350.43271412949923,-1.7884726651038145,5.76597209384887,0.0,0.0,0.0,1.4155710620741178,0.0,13.831886782560204,81.17362436839744,61.75111619897247,75.22447218066772,63.08789757702551,63.553815231228356,53.15334188515534,32.25988205340046
17,1268.113054560987,184.80240377622937,0.2900291958671482,-0.6593142445490383,-0.1965942758441203,49,0.0,0.014013473381797346,1.8556994169787853,-0.6712690782532489,1268.113054560987,184.80240377622937,1096.581010884293,0.0,369.9199564492586,350.3376236127806,-1.7871999216077452,75.67734700721675,135.7841358226261,24.714129285953355,0.0,12.115354653758416,39.95676320834292,112.0749142225517,85.90094201580226,103.5393270201254,164.00680737046997,100.06226727730467,96.11589087230026,101.28268755753658,45.350444570304674
18,1904.2411932101663,214.71144228212583,0.6800372160455886,0.06448958085576086,0.13131852036404007,49,0.0,0.011174530828469345,1.3337832288673728,-0.3127131306295359,1904.2411932101663,214.71144228212583,704.0101965557554,0.8265575485272714,151.15027357601664,350.0724563280453,-1.7747400070121173,52.68541394487256,57.98543741599286,121.8918191932141,6.2057947175236485,3.5769846672842194,0.0,22.95217737506545,112.17051301231797,74.63774887729522,66.96906230376607,52.86846821239722,50.40835466435392,48.242412376320374,33.41600979535183
19,1209.3022102440734,219.16718726567427,0.22538428813730743,-0.608496663352708,-0.32475149671138537,49,0.0,0.0180068386745509,3.7771792642220596,-1.4429189921290182,1209.3022102440734,219.16718726567427,1151.2535850360714,0.0,387.16226789755575,350.362137735953,-1.7728807892677827,67.87582007502547,108.7758904020482,77.49902813531554,6.974764149562885,99.81290105418907,51.79105297421219,73.8012088864736,102.28800397775078,82.97887090548721,114.63939828438725,108.56546866343542,93.73087049910876,96.45491592106848,66.0653911080066
20,2253.4775828051984,229.28840394619564,0.5713800603999344,-0.30286652784501045,0.09637848269222196,49,0.0,0.04740009389644638,4.690809197710703,-1.6781194201068428,2253.4775828051984,229.28840394619564,2137.74780209295,0.0,1258.5351567826165,349.9268811668967,-1.7686512688493652,257.69083299760587,109.62829062017252,0.0,0.0,0.0,0.0,0.0,0.0,0.0,515.5058875082326,363.26995461473666,377.5168299623141,310.6986164847804,203.4373899051077
21,1357.6658091308398,235.10643618552024,0.21010195660503783,0.3078480252926412,0.5939126019180951,49,0.0,0.006539956046816583,1.0927190703291425,-0.09627130631995426,1357.6658091308398,235.10643618552024,908.7746139993957,0.0,302.4779426385891,350.30029317390785,-1.7662445190676468,52.843957339760834,50.70229134614182,74.14070566771669,177.3323161519057,90.23098627783567,76.15284973865106,52.731165776618155,45.54488894706021,56.9337731431506,55.36658715802451,40.98116546149301,51.1516124042966,56.57768935233391,28.084625234406833
22,597.991607962571,234.2391461486212,0.5177583892147651,-0.21208394523914048,-0.26836266251311613,49,0.0,0.009327362775968713,1.1608544902753768,-0.1619444640085839,597.991607962571,234.2391461486212,660.1109380331163,0.0,167.90645428429923,350.61695168970755,-1.7665616523819212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,660.1109380331163,0.0,0.0,0.0,0.0
23,971.8382001619824,236.12313922584715,0.7495277648528368,-0.4088344125216047,-0.33114264102245555,49,0.0,0.04087915639169,3.9694710725471296,-1.4968316034457323,971.8382001619824,236.12313922584715,1446.2041812125683,2.0,523.0049895940748,350.46112140255997,-1.7658052317369348,135.9479217761673,1.1704411597842803,0.0,0.0,14.286134535275629,77.09421168508581,208.52937411114013,116.10214255619918,156.97350546113967,175.95878612357401,154.2497463456176,158.4860634685514,158.69726904653072,88.70858494350267
24,1653.8427289249457,238.95865404583336,0.7146405260910429,-0.025774655033345417,0.3554264979446621,49,0.0,0.11909289473844825,12.884904941915796,-2.775203047253453,1653.8427289249457,238.95865404583336,3341.4217179846137,0.0,1065.8754958378488,350.1768336697657,-1.7646422079354058,185.30518066292788,281.45806058045514,286.9757577868088,243.2911786007075,252.2336990552394,249.00301734777156,281.44295204800767,206.39964703940322,240.28599564511353,255.86908346692402,281.30592868809714,216.76218016809506,209.24024557912097,151.84879131594158
25,1552.1112468201118,257.85676831266267,0.6323584998130604,-0.5413177926805537,0.446508091035386,49,0.0,0.015952320569727212,1.2734375102719875,-0.26244409564814747,1552.1112468201118,257.85676831266267,1234.1471806736317,0.0,222.8892083609996,350.2192397606951,-1.7567687788988828,65.28755110286014,107.5886869471841,96.95900916669851,93.29445886645628,84.48116568060485,80.09662683744406,73.74434969289969,76.33345771574557,97.80887563677246,123.03036908893512,88.01905298425895,93.36313509198999,99.7843769415945,54.356064920187336
26,2398.8462062104895,258.90725895125166,0.9497003191408894,-0.2531762300371474,-0.1749170882686218,49,0.0,0.03782192364092356,3.1582988508278866,-1.2486330557296759,2398.8462062104895,258.90725895125166,1428.2665167222224,0.0,861.5343596702551,349.8662882424772,-1.7563016192771748,135.31737923201834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,354.3399783984163,390.77170565792164,338.21290529114117,209.62454814272502
27,1559.1590029711642,268.1150026528568,0.8572963456825886,-0.4693058510907503,-0.4308621823465765,49,0.0,0.012708281686435311,1.0015884683571876,-0.0017232892723389156,1559.1590029711642,268.1150026528568,1119.128721321974,0.0,174.91143790138955,350.2163019282011,-1.7524949485112336,77.45798956505465,101.7725842613208,83.25714688294667,78.94578962891941,80.98683702884907,86.11176197110566,77.18046503592714,75.20639120332844,93.70906421792061,99.08340933108295,76.93496069483214,68.1068742094041,70.16825456458398,50.20719272669838
28,1793.4714215768429,271.91967983112556,0.4750378698466617,0.6644945349344713,0.11234422582899381,49,0.0,0.0177778752380954,1.9782164138403568,-0.7406845025253128,1793.4714215768429,271.91967983112556,1195.6810903712492,0.0,343.1598223437302,350.1186307515516,-1.7509081695322564,67.71886724482862,99.1947628895384,93.36646038357156,102.69956602355597,78.46498062266377,99.45210957774468,97.04514825751555,77.53945378790397,97.46187644291345,108.97471458503703,81.76159331524642,72.04124219879147,65.08965792169319,54.8706571202451
29,1553.7549870154592,276.19734741978,0.35026342878305944,0.4061896725421663,-0.311363783763754,49,0.0,0.02008425730658489,2.431055954480332,-0.9644873872794464,1553.7549870154592,276.19734741978,1605.1480668910688,0.0,220.85225323843426,350.21855452529275,-1.7491275972139175,109.89571238020747,148.6462506537007,123.65578932813513,109.7896554094055,116.00416445699608,115.35870984346032,118.70767818257401,100.45786404741787,119.25918003081472,129.7950095867879,131.99829799325374,126.69808789289519,88.58651659694118,66.29515048847887
30,1098.4483894894472,277.40621930799136,0.4313328822535313,0.06535907820471577,0.030019673010573164,49,0.0,0.010765838405397654,1.1325038697015282,-0.13509923661758,1098.4483894894472,277.40621930799136,1008.3020077803387,0.0,372.770589308317,350.40834427404957,-1.7486123913775489,53.98140532058393,78.99075964465281,87.17477213859769,64.4885749990139,77.67473010336555,91.17378156501151,72.08732518113626,63.85304991965422,67.82126746041901,88.83909368625308,70.28457157240541,65.1058723840163,78.82451480422043,48.002289001008535
