expt,t0,t1
109.5721530157859,859724469.995,859724589.995
118.6330648316438,859724589.995,859724709.995
118.6674383710694,859724709.995,859724829.995
118.6972177187467,859724829.995,859724949.995
118.7073420551607,859724949.995,859725069.995
118.7166855394266,859725069.995,859725189.995
118.7304306765549,859725189.995,859725309.995
114.6412650975576,859725309.995,859725429.995
118.7290989492612,859725429.995,859725549.995
118.7296016896853,859725549.995,859725669.995
118.7139365120009,859725669.995,859725789.995
118.677974526767,859725789.995,859725909.995
82.9741487945946,859725909.995,859726029.995
