expt,t0,t1
93.38581582721615,884803789.99,884803909.99
100.5921307154477,884803909.99,884804029.99
100.7392069016083,884804029.99,884804149.99
100.7905743462006,884804149.99,884804269.99
100.8606781844364,884804269.99,884804389.99
100.884937535461,884804389.99,884804509.99
100.9090392485582,884804509.99,884804629.99
100.8759915830873,884804629.99,884804749.99
100.8376180076444,884804749.99,884804869.99
100.7474660030131,884804869.99,884804989.99
100.6431659944075,884804989.99,884805109.99
77.36967592618461,884805109.99,884805229.99
