expt,t0,t1
111.0947363092804,846205672.99,846205792.99
119.1219691975247,846205792.99,846205912.99
119.1294568208631,846205912.99,846206032.99
119.1332434189514,846206032.99,846206152.99
119.1325855777581,846206152.99,846206272.99
119.1286385305983,846206272.99,846206392.99
119.1173963989859,846206392.99,846206512.99
119.1006776057317,846206512.99,846206632.99
119.0824987259266,846206632.99,846206752.99
119.0439856004553,846206752.99,846206872.99
118.9878016839053,846206872.99,846206992.99
17.79436177830086,846206992.99,846207112.99
