expt,t0,t1
97.22819893929147,916211324.995,916211444.995
106.4789389524225,916211444.995,916211564.995
106.6441378702954,916211564.995,916211684.995
106.7494568955023,916211684.995,916211804.995
106.8241322336295,916211804.995,916211924.995
106.8293173954521,916211924.995,916212044.995
106.8580187580706,916212044.995,916212164.995
106.8516682015713,916212164.995,916212284.995
106.8507280039335,916212284.995,916212404.995
106.8065443448848,916212404.995,916212524.995
106.7309851083796,916212524.995,916212644.995
106.6298603780237,916212644.995,916212764.995
106.4655397286029,916212764.995,916212884.995
106.2195119635127,916212884.995,916213004.995
20.95641072782832,916213004.995,916213124.995
