expt,t0,t1
108.5225486728135,913891975.995,913892095.995
117.5996230584776,913892095.995,913892215.995
117.6480519365699,913892215.995,913892335.995
117.6830672722817,913892335.995,913892455.995
117.7041930667008,913892455.995,913892575.995
117.7213557690529,913892575.995,913892695.995
117.7266452401112,913892695.995,913892815.995
113.6641381592999,913892815.995,913892935.995
113.7288173183773,913892935.995,913893055.995
117.7302179061041,913893055.995,913893175.995
117.7114934994557,913893175.995,913893295.995
113.6418906839041,913893295.995,913893415.995
117.6400241346906,913893415.995,913893535.995
58.72170546534375,913893535.995,913893655.995
