expt,t0,t1
101.2313240239789,831543982.995,831544102.995
110.5586141405866,831544102.995,831544222.995
110.780883618064,831544222.995,831544342.995
110.9386116241686,831544342.995,831544462.995
111.0723167361395,831544462.995,831544582.995
111.1397069500555,831544582.995,831544702.995
111.1869701786123,831544702.995,831544822.995
111.2030830267517,831544822.995,831544942.995
111.1751135545098,831544942.995,831545062.995
111.1144679919114,831545062.995,831545182.995
111.0094248330771,831545182.995,831545302.995
110.6672773418225,831545302.995,831545422.995
95.14605125566268,831545422.995,831545542.995
