id,xcentroid,ycentroid,sharpness,roundness1,roundness2,npix,sky,peak,flux,mag,xcenter,ycenter,aperture_sum,aperture_sum_mask,aperture_sum_edge,ra,dec,aperture_sum_0,aperture_sum_1,aperture_sum_2,aperture_sum_3,aperture_sum_4,aperture_sum_5
1,1474.3993031057187,318.2732313520801,0.27114978573261495,0.0253075296312814,0.047699992186502456,49,0.0,0.006325340158712172,1.6544232871859597,-0.546616586152464,1474.3993031057187,318.2732313520801,134.28946392742972,0.0,0.0,11.72308162620354,14.890712294818375,17.686208618804933,20.40094759252227,19.418122068206767,26.52286589518428,27.094675868429448,23.166643884282024
2,1350.3949620769865,518.0585209375496,0.5213576846294445,-0.023872969316768366,-0.1306565929142312,49,0.0,0.0472773565219805,8.289947967851067,-2.296379511735732,1350.3949620769865,518.0585209375496,421.6127336718775,0.0,0.0,11.776586237582372,14.973931056965007,59.183866902446034,74.55389690604721,61.49574090046161,79.23000649217356,80.67102280554174,66.47819966520728
3,1952.214248645146,563.4910808493207,0.5511535416082664,0.21559066630224066,0.09984357459004292,49,0.0,0.007474727652680025,1.2140446442891193,-0.21058664356126672,1952.214248645146,563.4910808493207,115.75046737214802,0.0,0.0,11.51700872753675,14.99283532185233,19.46069266957079,19.683958586489165,19.95611979740307,16.434640497829143,18.478936375011706,21.736119445844164
4,889.6286398541422,640.8117136465613,0.50670958841033,0.5998966738224678,0.3717380163027236,49,0.0,0.010700734813831965,1.4230720132939159,-0.38306719431618663,889.6286398541422,640.8117136465613,221.6588368755916,0.0,0.0,11.975386966017792,15.02489525339466,31.623298422763554,42.060798160673826,33.81320730699988,34.672612320095055,34.46723840910743,45.02168225595185
5,2145.9631738660964,715.790877145003,0.6968172438086425,-0.04672884111213726,0.002104725125727917,49,0.0,0.0185552131364084,2.3570716010296078,-0.9309319383427888,2145.9631738660964,715.790877145003,201.44605626317065,0.0,0.0,11.433366561584325,15.056219402874447,36.833260254219496,30.479495642638238,30.905444317546,36.647193544120555,32.60749830275106,33.97316420189529
6,2629.2056143042832,739.9451710251598,0.3585756228426048,-0.6036043755893086,-0.17541639447300508,49,0.0,0.007761707048815978,1.194506312992104,-0.19297112336959757,2629.2056143042832,739.9451710251598,189.20324784310196,0.0,0.0,11.22484800748481,15.065972986997304,22.02534066442138,33.9563757447256,32.181596152414784,30.993872037520447,28.817399977784177,41.228663266235586
7,377.74813672078176,865.4322530823013,0.8518858142765156,-0.522088849175222,-0.13264270516944165,49,0.0,0.012250773537768794,1.4794128428386093,-0.42522346127252053,377.74813672078176,865.4322530823013,139.5670348301329,0.0,76.63815751623751,12.196440305319161,15.118077130754793,15.21314576857757,50.300225326069196,11.888254542974794,28.433991452952846,18.602277353746523,15.129140385811962
8,2394.0918155117292,978.4188704666833,0.7237341541099007,0.011491991384963122,-0.057149073963214995,49,0.0,1.5357437895112886,212.9583121380875,-5.820736490048281,2394.0918155117292,978.4188704666833,8903.9778067603,0.0,0.0,11.326129031691739,15.165507053504909,1459.4949589021198,1522.341730401392,1506.8821405852518,1505.0686685755145,1523.9409920277135,1386.2493162683104
9,590.1698120239158,986.2171571037723,0.6486027894197122,0.0808046712215349,0.2904928355949123,49,0.0,0.012618816809294277,1.7194581291433084,-0.5884790117451587,590.1698120239158,986.2171571037723,146.98549764154978,13.388548997953304,0.0,12.104871286935182,15.168595635675304,35.68646003921364,21.178850805334477,20.948978988313414,20.369744159431583,25.72657243784269,23.074891211413963
10,1779.658576277415,1012.4397946617698,0.5983890194704493,-0.28909278807231037,-0.2040030034211039,49,0.0,0.012473036602618271,1.9292946076089417,-0.7134963761205165,1779.658576277415,1012.4397946617698,142.42252649805374,0.0,0.0,11.591368786760354,15.179927584606569,24.550452329732543,22.33410848447843,26.351990606130737,25.006549958586902,23.411101335342238,20.768323783782897
11,1061.0340951511591,1036.4043348843259,0.7532252181202479,-0.23644395227236575,-0.05466868118100053,49,0.0,0.4814760119116677,64.95688538530854,-4.531562981915827,1061.0340951511591,1036.4043348843259,2693.3579317183703,0.0,0.0,11.901627919537413,15.189806121508143,439.2288633873857,508.2679333575805,452.6678689741169,442.2920553296742,422.352903230784,428.5483074388294
12,1791.5752558223496,1044.5875138649928,0.8873625366630172,-0.1333907283402627,-0.06358828297362738,49,0.0,0.02744573565450778,3.195499942678587,-1.2613470352353187,1791.5752558223496,1044.5875138649928,178.0368808615467,0.0,0.0,11.586218734492272,15.193320408341169,25.61889622637409,27.307677466897854,25.70211661600196,26.942620818892582,39.82009219911233,32.64547753426789
13,998.1599216724112,1111.3732349410739,0.24973317179322482,-0.14507831638956487,0.33036380233737855,49,0.0,0.006266489210540556,1.2906157644646061,-0.2769924139341482,998.1599216724112,1111.3732349410739,186.23698442050275,0.0,0.0,11.928812251501487,15.221012852879152,28.337345004334402,31.698618855563613,29.683382664897085,32.60969981273289,27.03118146691223,36.876756616062515
14,2052.1897965490634,1154.9651436121123,0.7898815609513445,-0.18255936798468075,0.01550028699393638,49,0.0,0.008689574128268283,1.0727683519915134,-0.0762648820049512,2052.1897965490634,1154.9651436121123,118.02223220317265,0.0,0.0,11.473654808931206,15.23924128825119,22.27792830096442,18.538156904199184,23.142305408201814,13.031969095049504,14.870841102358115,26.1610313923996
15,1516.316282834991,1168.5166650045123,0.5575610079158552,-0.11448043989160131,0.12496162698585397,49,0.0,0.022668874537817057,3.523465352550415,-1.3674250132172827,1516.316282834991,1168.5166650045123,259.8277245707822,0.0,0.0,11.705071969839329,15.244968979955862,38.77676778196641,38.288705955137274,42.545812055239836,49.044119016202956,43.14400924012017,48.02831052211557
16,1138.019092913845,1171.3039415575429,0.43881046379769545,0.12388285909916913,0.23813461863709115,49,0.0,0.006131893566118749,1.1292761029031837,-0.13200034486417522,1138.019092913845,1171.3039415575429,112.71394502421914,0.0,0.0,11.868444329667419,15.246044938841521,9.200089335518204,18.588188588021072,19.87790394789217,18.577167709575583,27.775801901797138,18.69479354141498
17,1170.3786809801513,1463.2887069800927,0.5573868065459999,0.9124521601009528,-0.24513926863266902,49,0.0,0.007662586425862478,1.0451959752813524,-0.04799432182003893,1170.3786809801513,1463.2887069800927,152.7794511585973,0.0,0.0,11.854578341299362,15.36771598271915,22.70352108287785,32.39115276567415,24.851723029172675,21.834502634468336,23.370330384757736,27.628221261646566
18,2499.3660405021024,1509.866621397304,0.3819021593143747,0.6473707723788787,0.5166152374196539,49,0.0,0.007700648541678287,1.2323717267403493,-0.22685431527279176,2499.3660405021024,1509.866621397304,362.260145827207,0.0,0.0,11.280270609348735,15.38686360169044,53.742389255197594,57.184047334067095,63.63783238943168,57.66468261371378,69.53297505143371,60.49821918336316
19,2650.3444776578394,1525.2683125381147,0.5376821002717076,0.38395786201754867,-0.10494703767884499,49,0.0,0.014926179538584106,2.262476205002111,-0.8864600508084365,2650.3444776578394,1525.2683125381147,198.9488603716723,0.0,0.0,11.215013675551315,15.393158107295589,35.84904670496675,33.78424013926649,25.920044488340046,42.22286442370229,29.377795104171668,31.794869511225034
20,523.8090116814653,1597.9488140333974,0.9593575131181538,-0.4359794663653865,0.08792719008488599,49,0.0,0.018709718037400406,1.9357113713279872,-0.7171015033188542,523.8090116814653,1597.9488140333974,144.20009188273858,0.0,0.0,12.134088220150009,15.423416835720943,12.565023514067477,30.373644536528168,26.536915899874856,32.57914970843438,28.212843029119313,13.932515194714377
21,2250.6438420102936,1631.9697913653931,0.4098347155644582,-0.47847157135695995,-0.407473205916306,49,0.0,0.009836775885335724,1.340516492714959,-0.3181804039677717,2250.6438420102936,1631.9697913653931,313.0604169786246,0.0,0.0,11.387685205613304,15.43789993573293,39.909269521054384,51.40316887762235,69.39747275676638,48.47519653910612,55.56828627933692,48.30702300473837
22,3134.2460703189245,1677.726757287971,0.27765885020042297,-0.08894695065009889,-0.20277491405261303,49,0.0,0.007681559679283266,1.6100236858504646,-0.5170806629965339,3134.2460703189245,1677.726757287971,172.78404071305295,0.0,163.85242370295606,11.005702878500784,15.456156776051346,30.21415047923864,39.50278160919413,25.820628333769577,29.640958499890786,19.07604737114839,28.5294744198114
