expt,t0,t1
108.817956806723,841312288.995,841312408.995
117.8583525346337,841312408.995,841312528.995
117.8892336326022,841312528.995,841312648.995
117.9142155530405,841312648.995,841312768.995
117.9284473856859,841312768.995,841312888.995
117.9427861843789,841312888.995,841313008.995
117.9428129258908,841313008.995,841313128.995
105.8639896287094,841313128.995,841313248.995
117.9454496389664,841313248.995,841313368.995
117.9344107428447,841313368.995,841313488.995
117.9273402870923,841313488.995,841313608.995
117.910231067764,841313608.995,841313728.995
117.8884153423373,841313728.995,841313848.995
117.8574219300188,841313848.995,841313968.995
15.66616564845326,841313968.995,841314088.995
