expt,t0,t1
98.45976213601436,874526863.995,874526983.995
107.6253213691496,874526983.995,874527103.995
107.7542860834499,874527103.995,874527223.995
107.8378679644689,874527223.995,874527343.995
107.9066487701006,874527343.995,874527463.995
103.9377084507364,874527463.995,874527583.995
107.9681388215952,874527583.995,874527703.995
107.9696870512383,874527703.995,874527823.995
107.9572955841682,874527823.995,874527943.995
107.9219677986775,874527943.995,874528063.995
107.8557091998824,874528063.995,874528183.995
107.7564536049501,874528183.995,874528303.995
107.6301349558579,874528303.995,874528423.995
107.4398490878422,874528423.995,874528543.995
13.20327606335018,874528543.995,874528663.995
