expt,t0,t1
77.22793268599807,816041953.22,816042073.22
119.0721711540219,816042073.22,816042193.22
119.1091760582208,816042193.22,816042313.22
119.1336124518159,816042313.22,816042433.22
119.1529037785171,816042433.22,816042553.22
119.1685743045039,816042553.22,816042673.22
119.1727780701782,816042673.22,816042793.22
119.1763667810782,816042793.22,816042913.22
119.1698739419833,816042913.22,816043033.22
119.1627553515095,816043033.22,816043153.22
119.1410519404329,816043153.22,816043273.22
119.1113795588033,816043273.22,816043393.22
119.0648653729646,816043393.22,816043513.22
119.0031673566562,816043513.22,816043633.22
18.60453219925876,816043633.22,816043753.22
