expt,t0,t1
99.60553089081023,820941114.995,820941234.995
108.9466312158337,820941234.995,820941354.995
109.1842929109256,820941354.995,820941474.995
109.332084097685,820941474.995,820941594.995
109.4272692561377,820941594.995,820941714.995
109.4999797500997,820941714.995,820941834.995
109.5331231243122,820941834.995,820941954.995
109.5491627834139,820941954.995,820942074.995
109.5248583929815,820942074.995,820942194.995
109.4609981426515,820942194.995,820942314.995
109.3713584612839,820942314.995,820942434.995
109.210156790853,820942434.995,820942554.995
108.9791271485591,820942554.995,820942674.995
108.6693235820285,820942674.995,820942794.995
28.71283761046299,820942794.995,820942914.995
