expt,t0,t1
109.6392207276884,860925522.995,860925642.995
118.678209852072,860925642.995,860925762.995
118.7006673737848,860925762.995,860925882.995
118.7158244627426,860925882.995,860926002.995
118.7257509119684,860926002.995,860926122.995
118.7377685474266,860926122.995,860926242.995
118.7389344773464,860926242.995,860926362.995
118.7362496295493,860926362.995,860926482.995
118.7356506196823,860926482.995,860926602.995
118.72602367539,860926602.995,860926722.995
118.7183595580729,860926722.995,860926842.995
118.6978862565448,860926842.995,860926962.995
118.6744767370075,860926962.995,860927082.995
118.6289412905053,860927082.995,860927202.995
14.78559390819871,860927202.995,860927322.995
