expt,t0,t1
99.61512428467097,894546967.995,894547087.995
108.9923912541553,894547087.995,894547207.995
109.2561870656214,894547207.995,894547327.995
109.4217575586085,894547327.995,894547447.995
109.5422210846872,894547447.995,894547567.995
109.6164178791065,894547567.995,894547687.995
109.6246995002151,894547687.995,894547807.995
109.5874012406334,894547807.995,894547927.995
109.5108680269346,894547927.995,894548047.995
109.3603913654853,894548047.995,894548167.995
109.0925814167993,894548167.995,894548287.995
108.7336567461403,894548287.995,894548407.995
35.9299964036941,894548407.995,894548527.995
