expt,t0,t1
98.2187281152636,905077491.995,905077611.995
107.4188607238089,905077611.995,905077731.995
103.5752056310222,905077731.995,905077851.995
107.698178241187,905077851.995,905077971.995
107.7821035476904,905077971.995,905078091.995
107.8313710298942,905078091.995,905078211.995
107.8536317571978,905078211.995,905078331.995
107.8576121148618,905078331.995,905078451.995
107.853569828012,905078451.995,905078571.995
107.8029567935003,905078571.995,905078691.995
107.7313948044371,905078691.995,905078811.995
107.6244262109196,905078811.995,905078931.995
107.4850686532702,905078931.995,905079051.995
107.2736086336641,905079051.995,905079171.995
31.0277206587613,905079171.995,905079291.995
