expt,t0,t1
113.6974784588865,794480228.995,794480348.995
118.7537278817421,794480348.995,794480468.995
118.8267322092915,794480468.995,794480588.995
118.8822957227649,794480588.995,794480708.995
118.8987150110855,794480708.995,794480828.995
118.9140860321388,794480828.995,794480948.995
118.9410147346451,794480948.995,794481068.995
116.9531226237458,794481068.995,794481188.995
118.931821002846,794481188.995,794481308.995
118.9151663892204,794481308.995,794481428.995
118.8966345214579,794481428.995,794481548.995
118.859100135323,794481548.995,794481668.995
118.7943856764697,794481668.995,794481788.995
84.86415067189286,794481788.995,794481908.995
