expt,t0,t1
112.6395121976902,764714330.99,764714450.99
118.7443576559643,764714450.99,764714570.99
118.7605041808634,764714570.99,764714690.99
118.780330337803,764714690.99,764714810.99
118.7953804607132,764714810.99,764714930.99
118.8031568923803,764714930.99,764715050.99
118.8049004389577,764715050.99,764715170.99
118.7987178014011,764715170.99,764715290.99
118.7889892393636,764715290.99,764715410.99
118.7744151153656,764715410.99,764715530.99
118.7511232584808,764715530.99,764715650.99
90.9558828877461,764715650.99,764715770.99
