expt,t0,t1
110.712658267731,927640484.995,927640604.995
118.7868766599217,927640604.995,927640724.995
112.9442846940616,927640724.995,927640844.995
118.8844778301378,927640844.995,927640964.995
118.907887349675,927640964.995,927641084.995
118.9174715075482,927641084.995,927641204.995
118.9239429534335,927641204.995,927641324.995
118.9319974968247,927641324.995,927641444.995
118.9330671573016,927641444.995,927641564.995
118.9306122865071,927641564.995,927641684.995
110.8487670792691,927641684.995,927641804.995
118.9169848120312,927641804.995,927641924.995
118.8967147459937,927641924.995,927642044.995
114.9249412110137,927642044.995,927642164.995
33.64436530043579,927642164.995,927642284.995
