expt,t0,t1
94.41897976502148,788781827.995,788781947.995
102.6754735624985,788781947.995,788782067.995
102.842316418756,788782067.995,788782187.995
102.9532766297895,788782187.995,788782307.995
103.041621428183,788782307.995,788782427.995
103.0951113548677,788782427.995,788782547.995
103.124088583859,788782547.995,788782667.995
103.1379438316825,788782667.995,788782787.995
103.1301914236154,788782787.995,788782907.995
103.0583648280315,788782907.995,788783027.995
102.9660959712336,788783027.995,788783147.995
102.8313436930315,788783147.995,788783267.995
102.6337501811007,788783267.995,788783387.995
102.343032063624,788783387.995,788783507.995
24.22463693924735,788783507.995,788783627.995
