expt,t0,t1
100.3688251344141,766779449.99,766779569.99
106.8046189102015,766779569.99,766779689.99
107.0724513785914,766779689.99,766779809.99
107.249901015385,766779809.99,766779929.99
107.397990588221,766779929.99,766780049.99
107.4335998700104,766780049.99,766780169.99
107.4162259184528,766780169.99,766780289.99
107.3497421226186,766780289.99,766780409.99
107.1952175443936,766780409.99,766780529.99
106.9393092592179,766780529.99,766780649.99
106.6109213070452,766780649.99,766780769.99
106.1240340489094,766780769.99,766780889.99
69.17373551118465,766780889.99,766781009.99
