expt,t0,t1
94.69355894421288,778698233.994,778698353.994
105.9169766314153,778698353.994,778698473.994
106.0605510036197,778698473.994,778698593.994
106.1445269794569,778698593.994,778698713.994
102.2458395774634,778698713.994,778698833.994
106.3098610155531,778698833.994,778698953.994
106.3133065302496,778698953.994,778699073.994
106.2963266735102,778699073.994,778699193.994
106.2414855645916,778699193.994,778699313.994
106.1893468201408,778699313.994,778699433.994
106.039855395737,778699433.994,778699553.994
105.8547828391738,778699553.994,778699673.994
105.5835161159394,778699673.994,778699793.994
8.420625606491974,778699793.994,778699913.994
